Release Type,Name,Title,Localized Title,serial
Redump,Dance-UK eXtra Trax (UK),Dance-UK eXtra Trax,,SLES-04161
Redump,Dancing Blade Katte ni Momotenshi II - Tears of Eden (Japan) (Disc 1),Dancing Blade Katte ni Momotenshi II - Tears of Eden (Disc 1),ｄａｎｃｉｎｇ　ｂｌａｄｅ　かってに桃天使ＩＩ　～Ｔｅａｒｓ　ｏｆ　Ｅｄｅｎ～ (DISC 1),SLPM-86210
Redump,Dancing Blade Katte ni Momotenshi II - Tears of Eden (Japan) (Disc 2),Dancing Blade Katte ni Momotenshi II - Tears of Eden (Disc 2),ｄａｎｃｉｎｇ　ｂｌａｄｅ　かってに桃天使ＩＩ　～Ｔｅａｒｓ　ｏｆ　Ｅｄｅｎ～ (DISC 2),SLPM-86211
Redump,Dancing Blade Katte ni Momotenshi II - Tears of Eden (Japan) (Disc 3),Dancing Blade Katte ni Momotenshi II - Tears of Eden (Disc 3),ｄａｎｃｉｎｇ　ｂｌａｄｅ　かってに桃天使ＩＩ　～Ｔｅａｒｓ　ｏｆ　Ｅｄｅｎ～ (DISC 3),SLPM-86212
Redump,Dancing Blade Katte ni Momotenshi! (Japan) (Disc 1),Dancing Blade Katte ni Momotenshi! (Disc 1),ｄａｎｃｉｎｇ　ｂｌａｄｅ　かってに桃天使！ (DISC 1),SLPM-86100
Redump,Dancing Blade Katte ni Momotenshi! (Japan) (Disc 2),Dancing Blade Katte ni Momotenshi! (Disc 2),ｄａｎｃｉｎｇ　ｂｌａｄｅ　かってに桃天使！ (DISC 2),SLPM-86101
Redump,Dancing Blade Katte ni Momotenshi! (Japan) (Disc 3),Dancing Blade Katte ni Momotenshi! (Disc 3),ｄａｎｃｉｎｇ　ｂｌａｄｅ　かってに桃天使！ (DISC 3),SLPM-86102
Redump,Dancing Stage - Disney Mix (Europe),Dancing Stage - Disney Mix,,SLES-03384
Redump,Dancing Stage - Euromix (Europe),Dancing Stage - Euromix,,SLES-02941
Redump,Dancing Stage - Euromix (Europe) (Beta) (2000-09-05),Dancing Stage - Euromix,,SLES-02941
Redump,Dancing Stage - Party Edition (Europe),Dancing Stage - Party Edition,,SLES-03882
Redump,Dancing Stage featuring Dreams Come True (Japan),Dancing Stage featuring Dreams Come True,ダンシングステージ　フィーチャリング　ドリームズ・カム・トゥルー,SLPM-86505
Redump,Dancing Stage featuring True Kiss Destination (Japan),Dancing Stage featuring True Kiss Destination,ダンシング・ステージ　ｆｅａｔｕｒｉｎｇ　Ｔｒｕｅ　Ｋｉｓｓ　Ｄｅｓｔｉｎａｔｉｏｎ,SLPM-86411
Redump,Dancing Stage Fever (Europe),Dancing Stage Fever,,SLES-04097
Redump,"Dancing Stage Fusion (Europe) (En,Fr,De,Es,It)",Dancing Stage Fusion,,SLES-04163
Redump,Dangan (Japan),Dangan,ＤＡＮＧＡＮ～弾丸～,SLPS-02609
Redump,Danger Girl (Europe),Danger Girl,,SLES-03198
Redump,Danger Girl (USA),Danger Girl,,SLUS-00881
Redump,Dare Devil Derby 3D (Japan),Dare Devil Derby 3D,デア・デビル・ダービー,SLPS-01025
Redump,Dare Devil Derby 3D (USA),Dare Devil Derby 3D,,SLUS-00300
Redump,Darius Gaiden (Japan),Darius Gaiden,ダライアス外伝,SLPS-00574
Redump,Darius Gaiden (Japan) (Demo),Darius Gaiden (Demo),ダライアス外伝,SLPM-80054
Redump,Dark Hunter Ge - Youma no Mori (Japan),Dark Hunter Ge - Youma no Mori,ダークハンター㊦　～妖魔の森～,SLPS-00789
Redump,"Dark Hunter Jou - Ijigen Gakuen (Japan) (En,Ja)",Dark Hunter Jou - Ijigen Gakuen,,SLPS-00773
Redump,Dark Messiah (Japan),Dark Messiah,ダーク・メサイア,SLPS-01422
Redump,Dark Seed II (Japan),Dark Seed II,ダーク・シードⅡ,SLPS-00938
Redump,Dark Tales - From the Lost Soul (Japan),Dark Tales - From the Lost Soul,ダークテイルズ,SLPS-02316
Redump,"Darklight Conflict (Europe) (En,Fr,De,Es,It,Sv)",Darklight Conflict,,SLES-00663
Redump,"Darklight Conflict (USA) (En,Fr,De,Es,It,Sv)",Darklight Conflict,,SLUS-00457
Redump,Darkseed (Japan),Darkseed,ダークシード,SLPS-00108
Redump,Darkstalkers - The Night Warriors (Europe),Darkstalkers - The Night Warriors,,SLES-00251
Redump,Darkstalkers - The Night Warriors (USA),Darkstalkers - The Night Warriors,,SLUS-00036
Redump,Darkstalkers 3 (Europe),Darkstalkers 3,,SLES-01719
Redump,Darkstalkers 3 (USA),Darkstalkers 3,,SLUS-00745
Redump,Darkstone (Australia),Darkstone,,SLES-03447
Redump,"Darkstone (Europe) (En,Fr,De,Es,It)",Darkstone,,SLES-00612
Redump,Darkstone (USA),Darkstone,,SLUS-01182
Redump,Dave Mirra Freestyle BMX - Maximum Remix (Europe),Dave Mirra Freestyle BMX - Maximum Remix,,SLES-03371
Redump,Dave Mirra Freestyle BMX - Maximum Remix (USA),Dave Mirra Freestyle BMX - Maximum Remix,,SLUS-01347
Redump,Dave Mirra Freestyle BMX (Europe),Dave Mirra Freestyle BMX,,SLES-02740
Redump,Dave Mirra Freestyle BMX (Europe) (Demo),Dave Mirra Freestyle BMX (Demo),,SLED-03115
Redump,Dave Mirra Freestyle BMX (Japan),Dave Mirra Freestyle BMX,デイヴ・ミラ　フリースタイルＢＭＸ,SLPM-86682
Redump,Dave Mirra Freestyle BMX (USA),Dave Mirra Freestyle BMX,,SLUS-01026
Redump,Dave Mirra Freestyle BMX (USA) (Beta) (2000-08-21),Dave Mirra Freestyle BMX,,SLUS-01026
Redump,Dave Mirra Freestyle BMX (USA) (Rev 1),Dave Mirra Freestyle BMX,,SLUS-01026
Redump,David Beckham Soccer (Europe),David Beckham Soccer,,SLES-03488
Redump,"David Beckham Soccer (Europe) (Fr,De,Es,It)",David Beckham Soccer,,SLES-03682
Redump,David Beckham Soccer (USA),David Beckham Soccer,,SLUS-01455
Redump,Davis Cup Complete Tennis (Europe),Davis Cup Complete Tennis,,SLES-00096
Redump,"DBZ - Dead Ball Zone (Europe) (En,Fr,De,Es,It)",DBZ - Dead Ball Zone,,SLES-01040
Redump,"DBZ - Dead Ball Zone (Europe) (En,Fr,De,Es,It) (Beta) (1998-04-03)",DBZ - Dead Ball Zone,,SLES-01040
Redump,"DBZ - Dead Ball Zone (USA) (En,Fr,De,Es,It)",DBZ - Dead Ball Zone,,SLUS-00658
Redump,De Sang Froid (France) (Disc 1),De Sang Froid (Disc 1),,SCES-02150
Redump,De Sang Froid (France) (Disc 2),De Sang Froid (Disc 2),,SCES-12150
Redump,Dead in the Water (USA),Dead in the Water,,SLUS-00693
Redump,Dead or Alive (Europe),Dead or Alive,,SCES-01259
Redump,Dead or Alive (Europe) (Beta) (1998-04-22),Dead or Alive,,SCES-01259
Redump,"Dead or Alive (Japan, Asia)",Dead or Alive,デッド　オア　アライブ,SLPS-01289
Redump,"Dead or Alive (Japan, Asia)",Dead or Alive,,SCPS-45190
Redump,Dead or Alive (UK) (Demo),Dead or Alive (Demo),,SCED-01372
Redump,Dead or Alive (USA),Dead or Alive,,SLUS-00606
Redump,Dead or Alive (USA) (Beta) (1998-02-20),Dead or Alive,,SLUS-00606
Redump,"Dead or Alive (USA) (En,Ja) (Demo)",Dead or Alive (Demo),,SLUS-80606
Redump,Deadheat Road (Japan),Deadheat Road,デッドヒート・ロード,SLPS-00267
Redump,Deadly Skies (Japan),Deadly Skies,デッドリースカイ,SLPS-01036
Redump,Death Wing (Japan),Death Wing,デス・ウィング,SLPS-00489
Redump,DeathMask (Japan) (Disc 1),DeathMask (Disc 1),デスマスク (DISC 1),SLPS-00225
Redump,DeathMask (Japan) (Disc 2),DeathMask (Disc 2),デスマスク (DISC 2),SLPS-00226
Redump,DeathMask (Japan) (Disc 3),DeathMask (Disc 3),デスマスク (DISC 3),SLPS-00227
Redump,Debut 21 (Japan),Debut 21,デビュー２１,SLPS-01229
Redump,Deception III - Dark Delusion (USA),Deception III - Dark Delusion,,SLUS-01067
Redump,Deco Pre 2 '99 (Japan),Deco Pre 2 '99 Taikenban,,SLPM-80478
Redump,Deco Pre 97-98 - Data East Taikenban Special (Japan),Deco Pre 97-98 - Data East Taikenban Special,デコプレ　９７～９８　～データイースト体験版スペシャル～,SLPM-80174
Redump,Deep Freeze (Japan),Deep Freeze,ディープフリーズ,SLPS-01817
Redump,Deep Sea Adventure - Kaitei-kyuu Pantarassa no Nazo (Japan) (Demo),Deep Sea Adventure - Kaitei-kyuu Pantarassa no Nazo (Demo),ディープシーアドベンチャー　～海底宮パンタラッサの謎～,SLPM-80091
Redump,Deep Sea Adventure - Kaitei-kyuu Pantarassa no Nazo (Japan) (Disc 1),Deep Sea Adventure - Kaitei-kyuu Pantarassa no Nazo (Disc 1),ディープシーアドベンチャー　～海底宮パンタラッサの謎～ (DISC 1),SLPS-00660
Redump,Deep Sea Adventure - Kaitei-kyuu Pantarassa no Nazo (Japan) (Disc 1),,,SLPS-02206
Redump,Deep Sea Adventure - Kaitei-kyuu Pantarassa no Nazo (Japan) (Disc 2),Deep Sea Adventure - Kaitei-kyuu Pantarassa no Nazo (Disc 2),ディープシーアドベンチャー　～海底宮パンタラッサの謎～ (DISC 2),SLPS-00661
Redump,Deep Sea Adventure - Kaitei-kyuu Pantarassa no Nazo (Japan) (Disc 2),,,SLPS-02207
Redump,"Deep, The - Ushinawareta Shinkai (Japan)",The Deep - Ushinawareta Shinkai,ＴＨＥ　ＤＥＥＰ　　失われた深海,SLPS-00501
Redump,Defcon 5 (Europe),Defcon 5,,SLES-00081
Redump,Defcon 5 (France),Defcon 5,,SLES-00149
Redump,Defcon 5 (Germany),Defcon 5,,SLES-00148
Redump,Defcon 5 (Italy),Defcon 5,,SLES-00146
Redump,Defcon 5 (Japan),Defcon 5,デフコン５,SLPS-00275
Redump,Defcon 5 (Spain),Defcon 5,,SLES-00147
Redump,Defeat Lightning (Japan),Defeat Lightning,ディフィート・ライトニング,SLPS-00853
Redump,Defi au Tetris Magique (France),Defi au Tetris Magique,,SCES-02174
Redump,Deka Yonku - Tough the Truck (Japan),Deka Yonku - Tough the Truck,デカ４駆　～タフ・ザ・トラック～,SLPS-00864
Redump,Dekiru! Game Center (Japan),Dekiru! Game Center,できる！　ゲームセンター,SLPS-01810
Redump,"Delta Force Urban Warfare (Europe) (En,Fr,De,Es,It)",Delta Force Urban Warfare,,SLES-03890
Redump,Delta Force Urban Warfare (France),Delta Force Urban Warfare,,SLES-03952
Redump,Delta Force Urban Warfare (Germany),Delta Force Urban Warfare,,SLES-03919
Redump,"Delta Force Urban Warfare (USA) (En,Fr,Es)",Delta Force Urban Warfare,,SLUS-01429
Redump,Demo Codemasters (France) (SLED-01725),Demo Codemasters (SLED-01725),Démo Codemasters,SLED-01725
Redump,Demo Codemasters (France) (SLED-02246),Demo Codemasters (SLED-02246),Démo Codemasters,SLED-02246
Redump,"Demo Disc (Europe) (En,Fr,De,Es,It)",Demo Disc,,SCED-02417
Redump,Demo One (Germany) (SCES-00064),Demo One (SCES-00064),,SCES-00064
Redump,Demo One (Germany) (SCES-00121),Demo One (SCES-00121),,SCES-00121
Redump,Demo One (Version 1) (Europe),Demo One (Version 1),,SCES-00048
Redump,"Demo One (Version 2) (Europe, Australia)",Demo One (Version 2),,SCES-00120
Redump,"Demo One (Version 3) (Europe, Australia)",Demo One (Version 3),,SCES-00238
Redump,Demo One (Version 4) (Europe),Demo One (Version 4),,SCED-00456
Redump,Demo One (Version 4) (Germany),Demo One (Version 4),,SCED-00457
Redump,Demo One (Version 5) (Europe),Demo One (Version 5),,PBPX-95001
Redump,Demo One (Version 5) (Europe),,,SCED-00816
Redump,"Demo One (Version 6) (Europe, Australia) (En,Fr,De,Es,It)",Demo One (Version 6),,PBPX-95007
Redump,"Demo One (Version 6) (Europe, Australia) (En,Fr,De,Es,It)",,,SCED-00816
Redump,"Demo One (Version 7) (Europe) (En,Fr,De,Es,It)",Demo One (Version 7),,PBPX-95008
Redump,DemoDemo PlayStation Soukan-gou Vol. 1 (Japan),DemoDemo PlayStation Soukan-gou Vol. 1,ＤｅｍｏＤｅｍｏ　プレイステーション　創刊号　Ｖｏｌ．１,PCPX-96003
Redump,DemoDemo PlayStation Special (Japan),PrePre Soukan Junbi-gou - DemoDemo PlayStation Special,,PCPX-96015
Redump,DemoDemo PlayStation Vol. 10 (Japan),DemoDemo PlayStation Vol. 10,ＤｅｍｏＤｅｍｏ　プレイステーション　Ｖｏｌ．１０,PCPX-96014
Redump,DemoDemo PlayStation Vol. 11 (Japan),DemoDemo PlayStation Vol. 11,ＤｅｍｏＤｅｍｏ　プレイステーション　Ｖｏｌ．１１,PCPX-96016
Redump,DemoDemo PlayStation Vol. 12 (Japan),DemoDemo PlayStation Vol. 12,ＤｅｍｏＤｅｍｏ　プレイステーション　Ｖｏｌ．１２,PCPX-96018
Redump,DemoDemo PlayStation Vol. 13 (Japan),DemoDemo PlayStation Vol. 13,ＤｅｍｏＤｅｍｏ　プレイステーション　Ｖｏｌ．１３,PCPX-96019
Redump,DemoDemo PlayStation Vol. 14 (Japan),DemoDemo PlayStation Vol. 14,ＤｅｍｏＤｅｍｏ　プレイステーション　Ｖｏｌ．１４,PCPX-96021
Redump,DemoDemo PlayStation Vol. 15 (Japan),DemoDemo PlayStation Vol. 15,ＤｅｍｏＤｅｍｏ　プレイステーション　Ｖｏｌ．１５,PCPX-96022
Redump,DemoDemo PlayStation Vol. 16 (Japan),DemoDemo PlayStation Vol. 16,ＤｅｍｏＤｅｍｏ　プレイステーション　Ｖｏｌ．１６,PCPX-96025
Redump,DemoDemo PlayStation Vol. 17 (Japan),DemoDemo PlayStation Vol. 17,ＤｅｍｏＤｅｍｏ　プレイステーション　Ｖｏｌ．１７,PCPX-96026
Redump,DemoDemo PlayStation Vol. 18 (Japan),DemoDemo PlayStation Vol. 18,ＤｅｍｏＤｅｍｏ　プレイステーション　Ｖｏｌ．１８,PCPX-96027
Redump,DemoDemo PlayStation Vol. 19 (Japan),DemoDemo PlayStation Vol. 19,ＤｅｍｏＤｅｍｏ　プレイステーション　Ｖｏｌ．１９,PCPX-96032
Redump,DemoDemo PlayStation Vol. 2 (Japan),DemoDemo PlayStation Vol. 2,ＤｅｍｏＤｅｍｏ　プレイステーション　Ｖｏｌ．２,PCPX-96005
Redump,DemoDemo PlayStation Vol. 20 (Japan),DemoDemo PlayStation Vol. 20,ＤｅｍｏＤｅｍｏ　プレイステーション　Ｖｏｌ．２０,PCPX-96036
Redump,DemoDemo PlayStation Vol. 21 (Japan),DemoDemo PlayStation Vol. 21,ＤｅｍｏＤｅｍｏ　プレイステーション　Ｖｏｌ．２１,PCPX-96038
Redump,DemoDemo PlayStation Vol. 22 (Japan),DemoDemo PlayStation Vol. 22,ＤｅｍｏＤｅｍｏ　プレイステーション　Ｖｏｌ．２２,PCPX-96042
Redump,DemoDemo PlayStation Vol. 3 (Japan),DemoDemo PlayStation Vol. 3,ＤｅｍｏＤｅｍｏ　プレイステーション　Ｖｏｌ．３,PCPX-96006
Redump,DemoDemo PlayStation Vol. 4 (Japan),DemoDemo PlayStation Vol. 4,ＤｅｍｏＤｅｍｏ　プレイステーション　Ｖｏｌ．４,PCPX-96007
Redump,DemoDemo PlayStation Vol. 5 (Japan),DemoDemo PlayStation Vol. 5,ＤｅｍｏＤｅｍｏ　プレイステーション　Ｖｏｌ．５,PCPX-96008
Redump,DemoDemo PlayStation Vol. 6 (Japan),DemoDemo PlayStation Vol. 6,ＤｅｍｏＤｅｍｏ　プレイステーション　Ｖｏｌ．６,PCPX-96009
Redump,DemoDemo PlayStation Vol. 7 (Japan),DemoDemo PlayStation Vol. 7,ＤｅｍｏＤｅｍｏ　プレイステーション　Ｖｏｌ．７,PCPX-96010
Redump,DemoDemo PlayStation Vol. 8 (Japan),DemoDemo PlayStation Vol. 8,ＤｅｍｏＤｅｍｏ　プレイステーション　Ｖｏｌ．８,PCPX-96011
Redump,DemoDemo PlayStation Vol. 9 (Japan),DemoDemo PlayStation Vol. 9,ＤｅｍｏＤｅｍｏ　プレイステーション　Ｖｏｌ．９,PCPX-96013
Redump,"Demolition Racer (Europe) (En,Fr,De,Es,It)",Demolition Racer,,SLES-02018
Redump,Demolition Racer (USA),Demolition Racer,,SLUS-00969
Redump,Dengeki Construction - Ochigee Yarou ze! (Japan),Dengeki Construction - Ochigee Yarou ze!,電撃コンストラクション　～落ちゲーやろうぜ！～,SLPS-01215
Redump,Dengeki PlayStation D - Konami Fanbook (Japan),Dengeki PlayStation D - Konami Fanbook,,SLPM-80513
Redump,Dengeki PlayStation D (Japan),Dengeki PlayStation D,,SLPM-80071
Redump,Dengeki PlayStation D10 (Japan),Dengeki PlayStation D10,,SLPM-80281
Redump,Dengeki PlayStation D11 - Yarudora Series Vol. 3 - Sampaguita (Japan) (Taikenban),Dengeki PlayStation D11 - Yarudora Series Vol. 3 - Sampaguita (Demo),,PAPX-90060
Redump,Dengeki PlayStation D11 (Japan),Dengeki PlayStation D11,,SLPM-80327
Redump,Dengeki PlayStation D12 (Japan),Dengeki PlayStation D12,,SLPM-80343
Redump,Dengeki PlayStation D13 (Japan),Dengeki PlayStation D13,,SLPM-80362
Redump,Dengeki PlayStation D14 (Japan),Dengeki PlayStation D14,,SLPM-80331
Redump,Dengeki PlayStation D15 (Japan),Dengeki PlayStation D15,,SLPM-80388
Redump,Dengeki PlayStation D16 (Japan),Dengeki PlayStation D16,,SLPM-80399
Redump,Dengeki PlayStation D17 (Japan),Dengeki PlayStation D17,,SLPM-80418
Redump,Dengeki PlayStation D18 (Japan),Dengeki PlayStation D18,,SLPM-80412
Redump,Dengeki PlayStation D19 (Japan),Dengeki PlayStation D19,,SLPM-80425
Redump,Dengeki PlayStation D2 (Japan),Dengeki PlayStation D2,,SLPM-80109
Redump,Dengeki PlayStation D20 (Japan),Dengeki PlayStation D20,,SLPM-80438
Redump,Dengeki PlayStation D21 (Japan),Dengeki PlayStation D21,,SLPM-80457
Redump,Dengeki PlayStation D21 SCE Special (Japan),Dengeki PlayStation D21 SCE Special,,PCPX-96159
Redump,Dengeki PlayStation D22 (Japan),Dengeki PlayStation D22,,SLPM-80471
Redump,Dengeki PlayStation D23 (Japan),Dengeki PlayStation D23,,SLPM-80481
Redump,Dengeki PlayStation D24 (Japan),Dengeki PlayStation D24,,SLPM-80496
Redump,Dengeki PlayStation D25 (Japan),Dengeki PlayStation D25,,SLPM-80497
Redump,Dengeki PlayStation D26 (Japan),Dengeki PlayStation D26,,SLPM-80505
Redump,Dengeki PlayStation D27 (Japan),Dengeki PlayStation D27,,SLPM-80516
Redump,Dengeki PlayStation D28 (Japan),Dengeki PlayStation D28,,SLPM-80526
Redump,Dengeki PlayStation D29 (Japan),Dengeki PlayStation D29,,SLPM-80545
Redump,Dengeki PlayStation D3 (Japan),Dengeki PlayStation D3,,SLPM-80130
Redump,Dengeki PlayStation D30 (Japan),Dengeki PlayStation D30,,SLPM-80547
Redump,Dengeki PlayStation D31 (Japan),Dengeki PlayStation D31,,SLPM-80555
Redump,Dengeki PlayStation D32 (Japan),Dengeki PlayStation D32,,SLPM-80557
Redump,Dengeki PlayStation D33 (Japan),Dengeki PlayStation D33,,SLPM-80562
Redump,Dengeki PlayStation D34 (Japan),Dengeki PlayStation D34,,SLPM-80569
Redump,Dengeki PlayStation D35 (Japan),Dengeki PlayStation D35,,SLPM-80574
Redump,Dengeki PlayStation D36 (Japan),Dengeki PlayStation D36,,SLPM-80578
Redump,Dengeki PlayStation D37 (Japan),Dengeki PlayStation D37,,SLPM-80582
Redump,Dengeki PlayStation D38 (Japan),Dengeki PlayStation D38,,SLPM-80589
Redump,Dengeki PlayStation D39 (Japan),Dengeki PlayStation D39,,SLPM-80603
Redump,Dengeki PlayStation D4 (Japan),Dengeki PlayStation D4,,SLPM-80157
Redump,Dengeki PlayStation D41 (Japan),Dengeki PlayStation D41,,SLPM-80607
Redump,Dengeki PlayStation D42 (Japan),Dengeki PlayStation D42,,SLPM-80611
Redump,Dengeki PlayStation D43 (Japan),Dengeki PlayStation D43,,SLPM-80612
Redump,Dengeki PlayStation D44 (Japan),Dengeki PlayStation D44,,SLPM-80615
Redump,Dengeki PlayStation D45 (Japan),Dengeki PlayStation D45,,SLPM-80618
Redump,Dengeki PlayStation D5 (Japan),Dengeki PlayStation D5,,SLPM-80186
Redump,Dengeki PlayStation D6 (Japan),Dengeki PlayStation D6,,SLPM-80214
Redump,Dengeki PlayStation D7 (Japan),Dengeki PlayStation D7,,SLPM-80309
Redump,Dengeki PlayStation D8 - Yarudora - Double Cast (Japan) (Taikenban),Dengeki PlayStation D8 - Yarudora Series Vol. 1 - Double Cast (Demo),,PCPX-96116
Redump,Dengeki PlayStation D8 (Japan),Dengeki PlayStation D8,,SLPM-80257
Redump,Dengeki PlayStation D9 (Japan),Dengeki PlayStation D9,,SLPM-80266
Redump,Denkou Sekka Micro Runner - Maniac Hakase no Hisaku (Japan),Denkousekka Micro Runner - Maniac Hakase no Hisaku,,SLPS-02851
Redump,Denkou Sekka Micro Runner - Maniac Hakase no Hisaku (Japan),,,SLPS-91429
Redump,Denpa Shounen-teki Game (Japan),Denpa Shounen-teki Game,電波少年的ゲーム,SLPS-01287
Redump,Densetsu no Ogre Battle (Japan),Densetsu no Ogre Battle,伝説のオウガバトル,SLPS-00481
Redump,Densetsu no Ogre Battle (Japan),,,SLPS-91083
Redump,Densetsu-juu no Ana - Monster Complete World Ver. 2 (Japan),Densetsu-juu no Ana - Monster Complete World Ver. 2,伝説獣の穴　モンスターコンプリワールド　Ｖｅｒ．２,SLPS-02297
Redump,Densha Daisuki - Plarail ga Ippai (Japan),Densha Daisuki - Plarail ga Ippai,電車だいすき　プラレールがいっぱい,SLPS-01753
Redump,Densha de Go! (Japan),Densha de Go!,電車でＧＯ！,SLPS-01150
Redump,Densha de Go! (Japan) (Demo),Densha de Go! (Demo),電車でＧＯ！,SLPM-80166
Redump,Densha de Go! (Japan) (PlayStation the Best),Densha de Go! (PlayStation the Best),電車でＧＯ！,SLPM-86263
Redump,Densha de Go! 2 (Japan),Densha de Go! 2,電車でＧＯ！２,SLPM-86142
Redump,Densha de Go! 2 (Japan) (Demo 1),Densha de Go! 2 (Demo 1),電車でＧＯ！２,SLPM-80346
Redump,Densha de Go! 2 (Japan) (Demo 2),Densha de Go! 2 (Demo 2),電車でＧＯ！２,SLPM-80406
Redump,Densha de Go! 2 (Japan) (Rev 1),Densha de Go! 2,電車でＧＯ！２,SLPM-86615
Redump,Densha de Go! Nagoya Tetsudou-hen (Japan),Densha de Go! Nagoya Tetsudou-hen,電車でＧＯ！名古屋鉄道編,SLPM-86424
Redump,Densha de Go! Nagoya Tetsudou-hen (Japan) (Demo),Densha de Go! Nagoya Tetsudou-hen (Demo),電車でＧＯ！　～名古屋鉄道編～,SLPM-80521
Redump,Densha de Go! Professional Shiyou (Japan),Densha de Go! Professional Shiyou,電車でＧＯ！　プロフェッショナル仕様,SLPM-86378
Redump,Densha de Go! Professional Shiyou (Japan),,,SLPM-86705
Redump,Densha de Go! Professional Shiyou (Japan) (Demo),Densha de Go! Professional Shiyou (Taikenban),電車でＧＯ！　プロフェッショナル仕様,SLPM-80511
Redump,Depth (Japan),Depth,,SCPS-18003
Redump,Derby Jockey 2001 (Japan),Derby Jockey 2001,ダービージョッキー２００１,SLPS-03131
Redump,Derby Jockey R (Japan),Derby Jockey R,ダービージョッキーＲ,SLPS-00616
Redump,Derby Stallion Magazine 2000 Vol. 1 (Japan),Derby Stallion Magazine 2000,,SLPM-80538
Redump,Derby Stallion Magazine 2000 Vol. 2 (Japan),Derby Stallion Magazine 2000 Vol. 2,ダビスタ・マガジン２０００　Ｖｏｌ．２,SLPM-80559
Redump,Derby Stallion Magazine Furoku CD-ROM Soushuu-hen (Japan),Derby Stallion Magazine Furoku CD-ROM Soushuu-hen,ダビスタマガジン　付録ＣＤ－ＲＯＭ　総集編,SLPM-80378
Redump,Derby Stallion Magazine Furoku CD-ROM Vol. 1 (Japan),Derby Stallion Magazine Furoku CD-ROM Vol. 1,ダビスタマガジン　付録ＣＤ－ＲＯＭ　Ｖｏｌ．１,SLPM-80177
Redump,Derby Stallion Magazine Furoku CD-ROM Vol. 10 (Japan),Derby Stallion Magazine Furoku CD-ROM Vol. 10,ダビスタマガジン　付録ＣＤ－ＲＯＭ　Ｖｏｌ．１０,SLPM-80288
Redump,Derby Stallion Magazine Furoku CD-ROM Vol. 11 (Japan),Derby Stallion Magazine Furoku CD-ROM Vol. 11,ダビスタマガジン　付録ＣＤ－ＲＯＭ　Ｖｏｌ．１１,SLPM-80315
Redump,Derby Stallion Magazine Furoku CD-ROM Vol. 12 (Japan),Derby Stallion Magazine Furoku CD-ROM Vol. 12,ダビスタマガジン　付録ＣＤ－ＲＯＭ　Ｖｏｌ．１２,SLPM-80334
Redump,Derby Stallion Magazine Furoku CD-ROM Vol. 2 (Japan),Derby Stallion Magazine Furoku CD-ROM Vol. 2,ダビスタマガジン　付録ＣＤ－ＲＯＭ　Ｖｏｌ．２,SLPM-80198
Redump,Derby Stallion Magazine Furoku CD-ROM Vol. 3 (Japan),Derby Stallion Magazine Furoku CD-ROM Vol. 3,ダビスタマガジン　付録ＣＤ－ＲＯＭ　Ｖｏｌ．３,SLPM-80211
Redump,Derby Stallion Magazine Furoku CD-ROM Vol. 4 (Japan),Derby Stallion Magazine Furoku CD-ROM Vol. 4,ダビスタマガジン　付録ＣＤ－ＲＯＭ　Ｖｏｌ．４,SLPM-80221
Redump,Derby Stallion Magazine Furoku CD-ROM Vol. 5 (Japan),Derby Stallion Magazine Furoku CD-ROM Vol. 5,ダビスタマガジン　付録ＣＤ－ＲＯＭ　Ｖｏｌ．５,SLPM-80307
Redump,Derby Stallion Magazine Furoku CD-ROM Vol. 6 (Japan),Derby Stallion Magazine Furoku CD-ROM Vol. 6,ダビスタマガジン　付録ＣＤ－ＲＯＭ　Ｖｏｌ．６,SLPM-80235
Redump,Derby Stallion Magazine Furoku CD-ROM Vol. 7 (Japan),Derby Stallion Magazine Furoku CD-ROM Vol. 7,ダビスタマガジン　付録ＣＤ－ＲＯＭ　Ｖｏｌ．７,SLPM-80249
Redump,Derby Stallion Magazine Furoku CD-ROM Vol. 8 (Japan),Derby Stallion Magazine Furoku CD-ROM Vol. 8,ダビスタマガジン　付録ＣＤ－ＲＯＭ　Ｖｏｌ．８,SLPM-80261
Redump,Derby Stallion Magazine Furoku CD-ROM Vol. 9 (Japan),Derby Stallion Magazine Furoku CD-ROM Vol. 9,ダビスタマガジン　付録ＣＤ－ＲＯＭ　Ｖｏｌ．９,SLPM-80280
Redump,Deroon Dero Dero (Japan),Deroon Dero Dero,でろ～んでろでろ,SLPS-00180
Redump,Descent (Europe),Descent,,SLES-00055
Redump,Descent (Japan),Descent,ディセント,SLPS-00212
Redump,Descent (USA),Descent,,SLUS-00037
Redump,Descent II (Europe),Descent II,,SLES-00558
Redump,Descent Maximum (USA),Descent Maximum,,SLUS-00460
Redump,Deserted Island (Japan),Deserted Island,デザーテッドアイランド,SLPS-00602
Redump,Destrega (Europe),Destrega,,SCES-01768
Redump,Destrega (France),Destrega,,SCES-01769
Redump,Destrega (Germany),Destrega,,SCES-01770
Redump,Destrega (Italy),Destrega,,SCES-01771
Redump,Destrega (Japan),Destrega,デストレーガ,SLPS-01591
Redump,Destrega (Japan) (Demo),Destrega (Demo),デストレーガ,SLPM-80310
Redump,Destrega (Spain),Destrega,,SCES-01772
Redump,Destrega (USA),Destrega,,SLUS-00732
Redump,Destruction Derby (Europe),Destruction Derby,,SCES-00008
Redump,Destruction Derby (Japan),Destruction Derby,デストラクション・ダービー,SIPS-60001
