Release Type,Name,Title,Foreign Title,Serial
Redump,Musou Orochi - Maou Sairin (Japan),Musou Orochi: Maou Sairin,無双ＯＲＯＣＨＩ　～魔王再臨～,ULJM 05402
Redump,Musou Orochi - Maou Sairin (Japan),Musou Orochi: Maou Sairin,無双ＯＲＯＣＨＩ　～魔王再臨～,ULJM 08037
Redump,Musou Orochi - Maou Sairin Enhanced Version (Asia),Musou Orochi: Maou Sairin Enhanced Version,無雙OROCHI 蛇魔再臨 增值版,ULAS-42164
Redump,"Musou Orochi (Japan, Korea)",Musou Orochi,無双ＯＲＯＣＨＩ,ULJM 05314
Redump,"Musou Orochi (Japan, Korea)",Musou Orochi,無双ＯＲＯＣＨＩ,ULKS 46174
Redump,Musou Orochi 2 Special (Japan),Musou Orochi 2 Special,無双ＯＲＯＣＨＩ２　Ｓｐｅｃｉａｌ,ULJM 06097
Redump,Musou Tourou (Japan),Musou Tourou,夢想灯籠,ULJS 00284
Redump,Mussang Orochi - Mawang Jaerim Plus (Korea),Mussang Orochi: Mawang Jaerim Plus,무쌍 오로치 마왕재림 Plus,ULKS 46209
Redump,MVP Baseball (Korea),MVP Baseball,MVP 베이스볼 2005,ULKS-46006
Redump,MVP Baseball (USA),MVP Baseball,,ULUS-10012
Redump,MX vs. ATV - On the Edge (Europe),MX vs. ATV: On the Edge,,ULES-00274
Redump,MX vs. ATV - On the Edge (USA),MX vs. ATV: On the Edge,,ULUS-10071
Redump,MX vs. ATV Extreme Limite (France),MX vs. ATV Extrême Limite,,ULES-00994
Redump,"MX vs. ATV Reflex (Europe) (En,Fr,De,Es,It)",MX vs. ATV Reflex,,ULES-01375
Redump,"MX vs. ATV Reflex (USA) (En,Fr)",MX vs. ATV Reflex,,ULUS-10429
Redump,"MX vs. ATV Untamed (Europe, Australia)",MX vs. ATV Untamed,,ULES-00993
Redump,"MX vs. ATV Untamed (Europe, Australia)",MX vs. ATV Untamed,,ULES-00993/E
Redump,MX vs. ATV Untamed (USA),MX vs. ATV Untamed,,ULUS-10330
Redump,My Merry May with Be (Japan),,,CF00-20033
Redump,My Merry May with Be (Japan),,,ULJM 05603
Redump,My Spanish Coach (USA),My Spanish Coach,,ULUS-10378
Redump,Myst (Australia),Myst,,ULES-00659
Redump,"Myst (Europe) (En,Fr,De)",Myst,,ULES-00412
Redump,Mystereet Portable - Yasogami Kaoru no Chousen! (Japan),Mystereet Portable: Yasogami Kaoru no Chousen!,ミステリート ポータブル ～八十神かおるの挑戦！～,ULJM 05328
Redump,"Mystery Team, The (Europe) (En,Fr,De,Es,It,Nl,Pt)",The Mystery Team,,UCES-01536
Redump,"Mystery Team, The (Europe) (En,Fr,De,Es,It,Nl,Pt)",The Mystery Team,,UCES-01536/POR
Redump,"Mytran Wars (Europe) (En,Fr,De,Es,It)",Mytran Wars,,ULES-01098
Redump,"Mytran Wars (USA) (En,Fr)",Mytran Wars,,ULUS 10398
Redump,N Plus (Europe),N Plus,N+,ULES-01026
Redump,N Plus (USA),N Plus,,ULUS-10340
Redump,"Namco Museum (Japan, Asia)",Namco Museum,ナムコミュージアム,UCAS 40166
Redump,"Namco Museum (Japan, Asia)",Namco Museum,ナムコミュージアム,ULJS 00012
Redump,"Namco Museum (Japan, Asia)",Namco Museum,ナムコミュージアム,ULJS 19006
Redump,Namco Museum (Korea),Namco Museum,남코 뮤지엄,UCKS 45005
Redump,Namco Museum Battle Collection (Asia),Namco Museum Battle Collection,,UCAS-40217
Redump,"Namco Museum Battle Collection (Europe) (En,Fr,De,Es,It)",Namco Museum Battle Collection,,UCES-00116
Redump,"Namco Museum Battle Collection (Europe) (En,Fr,De,Es,It)",Namco Museum Battle Collection,,UCES-00116/9181712
Redump,"Namco Museum Battle Collection (Europe) (En,Fr,De,Es,It)",Namco Museum Battle Collection,,UCES-00116/E
Redump,Namco Museum Battle Collection (USA),Namco Museum Battle Collection,,ULUS-10035
Redump,Namco Museum Battle Collection (USA) (Beta) (2005-07-01),Namco Museum Battle Collection,,ULUS-10035
Redump,Namco Museum Vol. 2 (Asia),,,UCAS 40061
Redump,Namco Museum Vol. 2 (Japan),Namco Museum Vol. 2,ナムコミュージアム　Ｖｏｌ．２,ULJS 00047
Redump,Napoleon Dynamite - The Game (USA),Napoleon Dynamite: The Game,,ULUS-10305
Redump,Narisokonai Eiyuutan - Taiyou to Tsuki no Monogatari (Japan),,,ULJS 00177
Redump,Naruto - Narutimate Portable - Mugenjou no Maki (Japan),Naruto: Narutimate Portable: Mugenjou no Maki,NARUTO -ナルト- ナルティメットポータブル 無幻城の巻,ULJS-00055
Redump,Naruto - Narutimate Portable - Muhwanseongui Gwon (Korea),Naruto: Narutimate Portable: Muhwanseongui Gwon,나루토 나루티밋 포터블 무환성의 권,ULKS 46086
Redump,"Naruto - Ultimate Ninja Heroes (Europe) (En,Fr,De,Es,It)",Naruto: Ultimate Ninja Heroes,,ULES-00865
Redump,Naruto - Ultimate Ninja Heroes (USA),Naruto: Ultimate Ninja Heroes,,ULUS-10299
Redump,"Naruto - Ultimate Ninja Heroes 2 - The Phantom Fortress (Europe) (En,Fr,De,Es,It)",Naruto: Ultimate Ninja Heroes 2: The Phantom Fortress,,ULES-01088
Redump,Naruto - Ultimate Ninja Heroes 2 - The Phantom Fortress (USA),Naruto: Ultimate Ninja Heroes 2: The Phantom Fortress,,ULUS-10349
Redump,"Naruto Shippuden - Kizuna Drive (Europe) (En,Fr,De,Es,It)",Naruto Shippuden: Kizuna Drive,,ULES-01516
Redump,"Naruto Shippuden - Kizuna Drive (USA) (En,Fr,Es)",Naruto Shippuden: Kizuna Drive,,ULUS-10571
Redump,"Naruto Shippuden - Legends - Akatsuki Rising (Europe) (En,Fr,De,Es,It)",Naruto Shippuden: Legends: Akatsuki Rising,,ULES-01306
Redump,Naruto Shippuden - Legends - Akatsuki Rising (USA),Naruto Shippuden: Legends: Akatsuki Rising,,ULUS-10447
Redump,"Naruto Shippuden - Ultimate Ninja Heroes 3 (Europe) (En,Fr,De,Es,It)",Naruto Shippuden: Ultimate Ninja Heroes 3,,ULES-01407
Redump,Naruto Shippuden - Ultimate Ninja Heroes 3 (USA),Naruto Shippuden: Ultimate Ninja Heroes 3,,ULUS-10518
Redump,"Naruto Shippuden - Ultimate Ninja Impact (Europe) (En,Fr,De,Es,It)",Naruto Shippuden: Ultimate Ninja Impact,,ULES-01537
Redump,"Naruto Shippuden - Ultimate Ninja Impact (Europe) (En,Fr,De,Es,It)",Naruto Shippuden: Ultimate Ninja Impact,,ULES-01537#
Redump,Naruto Shippuden - Ultimate Ninja Impact (France) (Demo),Naruto Shippuden: Ultimate Ninja Impact,,ULED-01539 / 7003769
Redump,"Naruto Shippuden - Ultimate Ninja Impact (USA) (En,Fr,Es)",Naruto Shippuden: Ultimate Ninja Impact,,ULUS-10582
Redump,"Naruto Shippuuden - Kizuna Drive (Japan, Asia)",Naruto Shippuuden: Kizuna Drive,ＮＡＲＵＴＯ－ナルト－　疾風伝　キズナドライブ,ULAS 42239
Redump,"Naruto Shippuuden - Kizuna Drive (Japan, Asia)",Naruto Shippuuden: Kizuna Drive,ＮＡＲＵＴＯ－ナルト－　疾風伝　キズナドライブ,ULJS 00291
Redump,"Naruto Shippuuden - Narutimate Accel 3 (Japan, Korea)",Naruto Shippuuden: Narutimate Accel 3,ＮＡＲＵＴＯ－ナルト－　疾風伝　ナルティメットアクセル３,ULJS 00236
Redump,"Naruto Shippuuden - Narutimate Accel 3 (Japan, Korea)",Naruto Shippuuden: Narutimate Accel 3,ＮＡＲＵＴＯ－ナルト－　疾風伝　ナルティメットアクセル３,ULKS 46229
Redump,"Naruto Shippuuden - Narutimate Impact (Japan, Asia)",Naruto Shippuuden: Narutimate Impact,ＮＡＲＵＴＯ ーナルトー 疾風伝 ナルティメットインパクト,ULAS 42297
Redump,"Naruto Shippuuden - Narutimate Impact (Japan, Asia)",Naruto Shippuuden: Narutimate Impact,ＮＡＲＵＴＯ ーナルトー 疾風伝 ナルティメットインパクト,ULJS 00390
Redump,"Naruto Shippuuden - Narutimate Impact (Japan, Asia)",Naruto Shippuuden: Narutimate Impact,ＮＡＲＵＴＯ ーナルトー 疾風伝 ナルティメットインパクト,ULJS 19071
Redump,NASCAR (Europe),NASCAR,,ULES-00457
Redump,NASCAR (USA),NASCAR,,ULUS-10122
Redump,Natsuzora no Monologue Portable (Japan),,,ULJM 06261
Redump,Navi-Chu (Japan) (Beta) (2007-07-13),Navi-Chu,ニッポンのあそこで,UCJP-00138-0
Redump,Nayuta no Kiseki (Japan),Nayuta no Kiseki,那由多の軌跡,ULJM 06113
Redump,NBA (USA),NBA,,UCUS 98607
Redump,NBA 06 (USA),NBA 06,,UCUS-98626
Redump,NBA 07 (USA),NBA 07,,UCUS-98644
Redump,NBA 07 (USA) (Demo),NBA 07,,UCUS 98694
Redump,NBA 08 (Asia) (Sample),NBA 08,,UCAS 40181
Redump,NBA 08 (USA),NBA 08,,UCUS-98699
Redump,NBA 09 - The Inside (Asia),,,UCAS 40225
Redump,NBA 09 - The Inside (USA),NBA 09: The Inside,,UCUS-98715
Redump,NBA 09 - The Inside (USA) (Beta) (2008-08-07),NBA 09: The Inside,,UCUS-98715
Redump,NBA 10 - The Inside (Asia),NBA 10: The Inside,,UCAS 40279
Redump,NBA 10 - The Inside (USA),NBA 10: The Inside,,UCUS-98738
Redump,NBA 2K10 (Europe),NBA 2K10,,ULES-01342
Redump,NBA 2K10 (Japan),,,ULJS 00232
Redump,NBA 2K10 (USA),NBA 2K10,,ULUS-10474
Redump,NBA 2K11 (Europe),NBA 2K11,,ULES-01488
Redump,NBA 2K11 (Japan),NBA 2K11,,ULJM 05778
Redump,NBA 2K11 (USA),NBA 2K11,,ULUS-10552
Redump,"NBA 2K12 (Europe) (En,Fr,De,Es,It)",NBA 2K12,,ULES-01554
Redump,NBA 2K12 (Japan),,,ULJS 00426
Redump,NBA 2K12 (USA),NBA 2K12,,ULUS-10585
Redump,"NBA 2K13 (Europe) (En,Fr,De,Es,It)",NBA 2K13,,ULES-01578
Redump,NBA 2K13 (Japan),,,ULJS 00596
Redump,NBA 2K13 (USA),NBA 2K13,,ULUS-10598
Redump,NBA Ballers - Rebound (USA),NBA Ballers: Rebound,,ULUS-10078
Redump,"NBA Live 06 (Europe) (En,De,It)",NBA Live 06,,ULES-00156
Redump,NBA Live 06 (France),NBA Live 06,,ULES-00157
Redump,NBA Live 06 (Japan),NBA Live 06,NBAライブ06,ULJM 05182
Redump,NBA Live 06 (Korea),NBA Live 06,NBA 라이브 06,ULKS-46032
Redump,NBA Live 06 (Spain),NBA Live 06,,ULES-00158
Redump,NBA Live 06 (USA),NBA Live 06,,ULUS-10030
Redump,NBA Live 07 (Asia),NBA Live 07,勁爆美國職籃07,ULAS 42076
Redump,"NBA Live 07 (Europe) (En,De,It)",NBA Live 07,,ULES-00462
Redump,NBA Live 07 (France),NBA Live 07,,ULES-00463
Redump,NBA Live 07 (Korea),,,ULKS 46110
Redump,NBA Live 07 (Spain),NBA Live 07,,ULES-00464
Redump,NBA Live 07 (USA),NBA Live 07,,ULUS-10113
Redump,NBA Live 08 (Europe),NBA Live 08,,ULES-00920
Redump,"NBA Live 08 (Europe) (En,Fr,Es,It)",NBA Live 08,,ULES-00921
Redump,NBA Live 08 (Japan),NBA Live 08,ＮＢＡライブ０８,ULJM 05289
Redump,NBA Live 08 (USA),NBA Live 08,,ULUS-10294
Redump,"NBA Live 09 (Europe) (En,De,It)",NBA Live 09,,ULES-01147
Redump,NBA Live 09 (France),NBA Live 09,,ULES-01148
Redump,NBA Live 09 (Japan),NBA Live 09,ＮＢＡライブ０９,ULJM 05386
Redump,NBA Live 09 (Spain),NBA Live 09,,ULES-01149
Redump,"NBA Live 09 (USA) (En,Fr)",NBA Live 09,,ULUS-10370
Redump,NBA Live 10 (Asia),NBA Live 10,,ULAS-42187
Redump,"NBA Live 10 (Europe) (En,De,It)",NBA Live 10,,ULES-01308
Redump,NBA Live 10 (France),NBA Live 10,,ULES-01309
Redump,NBA Live 10 (Japan),NBA Live 10,ＮＢＡライブ１０,ULJM 05536
Redump,NBA Live 10 (Japan),NBA Live 10,ＮＢＡライブ１０,ULJM 05737
Redump,NBA Live 10 (Spain),NBA Live 10,,ULES-01310
Redump,NBA Live 10 (USA),NBA Live 10,,ULUS-10465
Redump,NBA Street Showdown (Asia),NBA Street Showdown,,ULAS-42003
Redump,"NBA Street Showdown (Europe) (En,Fr,De)",NBA Street Showdown,,ULES-00037
Redump,NBA Street Showdown (USA),NBA Street Showdown,,ULUS-10010
Redump,NCAA Football 07 (USA) (v1.00),NCAA Football 07,,ULUS 10116
Redump,NCAA Football 07 (USA) (v2.00),NCAA Football 07,,ULUS-10116
Redump,NCAA Football 09 (USA),NCAA Football 09,,ULUS 10355
Redump,NCAA Football 10 (USA),NCAA Football 10,,ULUS-10440
Redump,Need for Speed - Carbon - Own the City (Asia),Need for Speed: Carbon: Own the City,,ULAS-42080
Redump,Need for Speed - Carbon - Own the City (Europe),Need for Speed: Carbon: Own the City,,ULES-00576
Redump,Need for Speed - Carbon - Own the City (Europe),Need for Speed: Carbon: Own the City,,ULES-00576/P
Redump,"Need for Speed - Carbon - Own the City (Europe) (En,Fr,De,Es,It,Nl)",Need for Speed: Carbon: Own the City,,ULES-00577
Redump,Need for Speed - Carbon - Own the City (Japan),,,ULJM 05286
Redump,Need for Speed - Carbon - Own the City (Korea),Need for Speed: Carbon: Own the City,니드포스피드： 카본： 온더시티,ULKS 46034
Redump,Need for Speed - Carbon - Own the City (USA),Need for Speed: Carbon: Own the City,,ULUS-10114
Redump,Need for Speed - Most Wanted - 5-1-0 (Asia),Need for Speed: Most Wanted: 5-1-0,,ULAS-42031
Redump,"Need for Speed - Most Wanted - 5-1-0 (Europe) (En,Fr,De,Es,It)",Need for Speed: Most Wanted: 5-1-0,,ULES-00196
Redump,Need for Speed - Most Wanted - 5-1-0 (Japan),Need for Speed: Most Wanted: 5-1-0,ニード フォー スピード： モストウォンテッド： ５ー１ー０,ULJM 05073
Redump,Need for Speed - Most Wanted - 5-1-0 (Japan),Need for Speed: Most Wanted: 5-1-0,ニード フォー スピード： モストウォンテッド： ５ー１ー０,ULJM 05183
Redump,Need for Speed - Most Wanted - 5-1-0 (USA),Need for Speed: Most Wanted: 5-1-0,,ULUS 10036
Redump,Need for Speed - Most Wanted - 5-1-0 (USA),Need for Speed: Most Wanted: 5-1-0,,ULUS 10036GH
Redump,Need for Speed - ProStreet (Asia),Need for Speed: ProStreet,,ULAS-42129
Redump,Need for Speed - ProStreet (Europe),Need for Speed: ProStreet,,ULES-01019
Redump,"Need for Speed - ProStreet (Europe) (En,Fr,De,Es,It,Nl)",Need for Speed: ProStreet,,ULES-01020
Redump,Need for Speed - ProStreet (Japan),Need for Speed: ProStreet,ニード・フォー・スピード　プロストリート,ULJM 05308
Redump,Need for Speed - ProStreet (Japan),Need for Speed: ProStreet,ニード・フォー・スピード　プロストリート,ULJM 05443
Redump,Need for Speed - ProStreet (USA),Need for Speed: ProStreet,,ULUS-10331
Redump,"Need for Speed - Shift (Asia) (En,Fr,Es)",Need for Speed: Shift,,ULAS-42176
Redump,"Need for Speed - Shift (Europe) (En,Fr,De,Es,It,Nl,Pl,Ru,Cs)",Need for Speed: Shift,,ULES-01275
Redump,Need for Speed - Shift (Japan),Need for Speed: Shift,ニード・フォー・スピード　シフト,ULJM 05494
Redump,"Need for Speed - Shift (USA) (En,Fr,Es)",Need for Speed: Shift,,UCUS-98765
Redump,"Need for Speed - Shift (USA) (En,Fr,Es)",Need for Speed: Shift,,ULUS-10462
Redump,"Need for Speed - Undercover (Asia) (En,Fr)",Need for Speed: Undercover,,ULAS-42146
Redump,"Need for Speed - Undercover (Europe) (En,Fr,De,Es,It,Nl,Pl,Ru,Cs,Hu)",Need for Speed: Undercover,,ULES-01145
Redump,"Need for Speed - Undercover (Europe) (En,Fr,De,Es,It,Nl,Pl,Ru,Cs,Hu)",Need for Speed: Undercover,,ULES-01145/P
Redump,Need for Speed - Undercover (USA),Need for Speed: Undercover,,ULUS 10376
Redump,"Need for Speed - Underground Rivals (Europe, Australia) (En,Fr,De,Es,It)",Need for Speed: Underground Rivals,,ULES-00025
Redump,"Need for Speed - Underground Rivals (Europe, Australia) (En,Fr,De,Es,It)",Need for Speed: Underground Rivals,,ULES-00025/AUS
Redump,Need for Speed - Underground Rivals (Japan),Need for Speed: Underground Rivals,ニード・フォー・スピード アンダーグラウンド ライバルズ,ULJM 05008
Redump,Need for Speed - Underground Rivals (Japan),Need for Speed: Underground Rivals,ニード・フォー・スピード アンダーグラウンド ライバルズ,ULJM 08003
Redump,Need for Speed - Underground Rivals (Korea),Need for Speed: Underground Rivals,니드포스피드 언더그라운드 라이벌,ULKS-46004
Redump,Need for Speed - Underground Rivals (USA),Need for Speed: Underground Rivals,,ULUS-10007
Redump,Nendoroid Generation (Japan),Nendoroid Generation,ねんどろいど　じぇねれ～しょん,ULJS 00440
Redump,Nendoroid Generation (Japan),Nendoroid Generation,ねんどろいど　じぇねれ～しょん,ULJS 00441
Redump,Neo Angelique Special (Japan),Neo Angelique Special,ネオアンジェリークＳｐｅｃｉａｌ,ULJM 05368
Redump,Neo Angelique Special (Japan),Neo Angelique Special,ネオアンジェリークＳｐｅｃｉａｌ,ULJM 05374
Redump,Neopets - Petpet Adventures - The Wand of Wishing (USA),Neopets: Petpet Adventures: The Wand of Wishing,,UCUS-98622
Redump,Network Utility Disc - Chinese Ver. 1.00C (Asia),Network Utility Disc: Chinese Ver. 1.00C,,UCAM-80002
Redump,Network Utility Disc Ver. 1.00 (Korea),Network Utility Disc Ver. 1.00,네트워크 유틸리티 디스크 Ｖｅｒ. １．００,UCKM 84001
Redump,Never 7 - The End of Infinity (Japan),,,ULJM 05724
Redump,Neverland Card Battles (USA),Neverland Card Battles,,ULUS-10382
Redump,NFL Street 2 - Unleashed (Europe),NFL Street 2: Unleashed,,ULES-00036
Redump,NFL Street 2 - Unleashed (USA),NFL Street 2: Unleashed,,ULUS-10008
Redump,NFL Street 3 (Europe),NFL Street 3,,ULES-00641
Redump,NFL Street 3 (USA),NFL Street 3,,ULUS-10135
Redump,"NHL 07 (Europe) (En,Fr,De)",NHL 07,,ULES-00477
Redump,NHL 07 (USA),NHL 07,,ULUS-10131
Redump,NHRA Drag Racing - Countdown to the Championship (USA),NHRA Drag Racing: Countdown to the Championship,,ULUS 10278
Redump,Nichijou - Uchuujin (Japan),,,ULJM 05893
Redump,Nickelodeon Avatar - The Last Airbender (USA),Nickelodeon Avatar: The Last Airbender,,ULUS-10165
Redump,"Nickelodeon Avatar - The Legend of Aang (Europe) (En,Fr,De,Nl)",Nickelodeon Avatar: The Legend of Aang,,ULES-00633
Redump,"Nickelodeon Avatar - The Legend of Aang (Europe) (En,Fr,De,Nl)",Nickelodeon Avatar: The Legend of Aang,,ULES-00633/E
Redump,Nickelodeon Bob Esponja - Atrapados en el Congelador (Spain),Nickelodeon Bob Esponja: Atrapados en el Congelador,,ULES-01486
Redump,"Nickelodeon SpongeBob SquarePants - SpongeBob's Truth or Square (Europe) (En,De,It,Nl)",Nickelodeon SpongeBob SquarePants: SpongeBob's Truth or Square,,ULES-01365
Redump,"Nickelodeon SpongeBob SquarePants - The Yellow Avenger (Europe) (En,Fr,De,Es,It,Nl)",Nickelodeon SpongeBob SquarePants: The Yellow Avenger,,ULES-00280
Redump,Nickelodeon SpongeBob SquarePants - The Yellow Avenger (USA),Nickelodeon SpongeBob SquarePants: The Yellow Avenger,,ULUS-10092
Redump,Nickelodeon SpongeBob's Truth or Square (Asia),,,ULAS 42195
Redump,Nickelodeon SpongeBob's Truth or Square (USA),Nickelodeon SpongeBob's Truth or Square,,ULUS-10478
Redump,Nikoli no Sudoku Lite Daisan-shuu (Japan),Nikoli no Sudoku Lite Daisan-shuu,ニコリの数独ＬＩＴＥ　第三集,ULJM 06153
Redump,Nippon no Asoko de (Japan),Nippon no Asoko de,ニッポンのあそこで,UCJS 10080
Redump,Nise no Chigiri (Japan),Nise no Chigiri,二世の契り,ULJM 05703
Redump,Nishimura Kyoutarou Travel Mystery - Akugyaku no Kisetsu - Tokyo ~ Nanki-Shirahama Renzoku Satsujin Jiken (Japan),,,ULJS 00197
Redump,Nobunaga no Yabou - Shouseiroku (Japan),Nobunaga no Yabou: Shouseiroku,信長の野望 将星録,ULJM 05072
Redump,Nobunaga no Yabou - Shouseiroku (Japan),Nobunaga no Yabou: Shouseiroku,信長の野望 将星録,ULJM 05329
Redump,Nobunaga no Yabou - Soutenroku with Power-Up Kit (Japan),Nobunaga no Yabou: Soutenroku with Power-Up Kit,信長の野望　蒼天録　ｗｉｔｈ　パワーアップキット,ULJM 05902
Redump,Nobunaga no Yabou - Soutenroku with Power-Up Kit (Japan),Nobunaga no Yabou: Soutenroku with Power-Up Kit,信長の野望　蒼天録　ｗｉｔｈ　パワーアップキット,ULJM 06357
Redump,Nobunaga no Yabou - Tenshouki (Japan),,,ULJM 05364
Redump,"Nogizaka Haruka no Himitsu - Cosplay, Hajimemashita - Himitsu no Radio (Japan)","Nogizaka Haruka no Himitsu: Cosplay, Hajimemashita: Himitsu no Radio",乃木坂春香の秘密　こすぷれ、はじめました♥　秘密のラジオ,ULJS 00161
Redump,Nouryoku Trainer Portable (Japan),Nouryoku Trainer Portable,脳力トレーナー ポータブル,ULJM 05050
Redump,Nouryoku Trainer Portable 2 (Japan),Nouryoku Trainer Portable 2,脳力トレーナー　ポータブル２,ULJM 05126
Redump,Numpla & Oekaki Puzzle (Japan),Numpla & Oekaki Puzzle,ナンプレ＆お絵かきパズル,ULJM 05140
Redump,O.G.A Onigokko Royal - Hunter wa Field de Koi o Suru (Japan),O.G.A Onigokko Royal: Hunter wa Field de Koi o Suru,Ｏ＊Ｇ＊Ａ　鬼ごっこロワイアル ハンターは孤島（フィールド）で恋をする,ULJM 06298
Redump,"Oblachno, vozmozhny osadki v vide frikadelek (Russia)","Oblachno, vozmozhny osadki v vide frikadelek","Облачно, возможны осадки в виде фрикаделек",ULES-01361
Redump,"Obscure - The Aftermath (Europe) (En,Fr,De,Es,It)",ObsCure: The Aftermath,,ULES-01340
Redump,"Obscure - The Aftermath (USA) (En,Fr,Es)",ObsCure: The Aftermath,,ULUS-10484
Redump,"Off Road (Europe, Australia) (En,Fr,De,Es,It)",Off Road,,ULES-00963
Redump,"Oh's Talk English (Korea) (En,Ko) (Disc 1)",Oh's Talk English (Disc 1),오석태의 말하는 영어,ULKS 46082
Redump,"Oh's Talk English (Korea) (En,Ko) (Disc 2)",Oh's Talk English (Disc 2),오석태의 말하는 영어,ULKS 46083
Redump,Omerta - Chinmoku no Okite - The Legacy (Japan),Omerta: Chinmoku no Okite: The Legacy,オメルタ　～沈黙の掟～　ＴＨＥ　ＬＥＧＡＣＹ,ULJM 06393
Redump,"One Piece - Romance Dawn - Bouken no Yoake (Japan, Korea)",One Piece: Romance Dawn: Bouken no Yoake,ワンピース　ＲＯＭＡＮＣＥ　ＤＡＷＮ　冒険の夜明け,ULJS 00550
Redump,"One Piece - Romance Dawn - Bouken no Yoake (Japan, Korea)",One Piece: Romance Dawn: Bouken no Yoake,ワンピース　ＲＯＭＡＮＣＥ　ＤＡＷＮ　冒険の夜明け,ULKS 46287
Redump,"Online Chess Kingdoms (Europe) (En,Fr,De,Es,It)",Online Chess Kingdoms,,ULES-00570
Redump,Online Chess Kingdoms (USA),Online Chess Kingdoms,,ULUS 10179
Redump,Onore no Shinzuru Michi o Yuke (Japan),Onore no Shinzuru Michi o Yuke,己の信ずる道を征け,ULJM 05465
Redump,Ooedo Senryoubako (Japan),Ooedo Senryoubako,大江戸千両箱,ULJM 05099
Redump,Ookami Kakushi (Japan),Ookami Kakushi,おおかみかくし,ULJM 05413
Redump,"Open Season (Europe) (En,Fr,De,Es,It,Sv,No,Da,Fi)",Open Season,,ULES-00508/E
Redump,"Open Season (Europe) (En,Fr,Es,Da)",Open Season,,ULES-00507
Redump,"Open Season (USA) (En,Fr,Es,Nl)",Open Season,,ULUS 10152
Redump,Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable (Japan),Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,俺の妹がこんなに可愛いわけがない　ポータブル,ULJS 00356
Redump,Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable (Japan),Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,俺の妹がこんなに可愛いわけがない　ポータブル,ULJS 00358
Redump,Ore no Imouto ga Konna ni Kawaii Wake ga Nai Portable ga Tsuzuku Wake ga Nai (Japan) (Disc 1),Ore no Imouto ga Konna ni Kawaii Wake ga Nai Portable ga Tsuzuku Wake ga Nai (Disc 1),俺の妹がこんなに可愛いわけがない　ポータブル　が続くわけがない,ULJS 00490
Redump,Ore no Imouto ga Konna ni Kawaii Wake ga Nai Portable ga Tsuzuku Wake ga Nai (Japan) (Disc 1),Ore no Imouto ga Konna ni Kawaii Wake ga Nai Portable ga Tsuzuku Wake ga Nai (Disc 1),俺の妹がこんなに可愛いわけがない　ポータブル　が続くわけがない,ULJS 00492
Redump,Ore no Imouto ga Konna ni Kawaii Wake ga Nai Portable ga Tsuzuku Wake ga Nai (Japan) (Disc 1),Ore no Imouto ga Konna ni Kawaii Wake ga Nai Portable ga Tsuzuku Wake ga Nai (Disc 1),俺の妹がこんなに可愛いわけがない　ポータブル　が続くわけがない,ULJS 19086
Redump,Ore no Imouto ga Konna ni Kawaii Wake ga Nai Portable ga Tsuzuku Wake ga Nai (Japan) (Disc 2),Ore no Imouto ga Konna ni Kawaii Wake ga Nai Portable ga Tsuzuku Wake ga Nai (Disc 2),俺の妹がこんなに可愛いわけがない　ポータブル　が続くわけがない,ULJS 00491
Redump,Ore no Imouto ga Konna ni Kawaii Wake ga Nai Portable ga Tsuzuku Wake ga Nai (Japan) (Disc 2),Ore no Imouto ga Konna ni Kawaii Wake ga Nai Portable ga Tsuzuku Wake ga Nai (Disc 2),俺の妹がこんなに可愛いわけがない　ポータブル　が続くわけがない,ULJS 00493
Redump,Ore no Imouto ga Konna ni Kawaii Wake ga Nai Portable ga Tsuzuku Wake ga Nai (Japan) (Disc 2),Ore no Imouto ga Konna ni Kawaii Wake ga Nai Portable ga Tsuzuku Wake ga Nai (Disc 2),俺の妹がこんなに可愛いわけがない　ポータブル　が続くわけがない,ULJS 19087
Redump,Ore no Imouto Maker EX - Imouto to Koishiyo Portable (Japan),Ore no Imouto Maker EX: Imouto to Koishiyo Portable,俺の妹めいかあＥＸ　いもうとと恋しよっ　ぽ～たぶる,ULJS 00357
Redump,Ore no Shikabane o Koete Yuke (Japan),Ore no Shikabane o Koete Yuke,俺の屍を越えてゆけ,UCJS 10116
Redump,Ore no Shikabane o Koete Yuke (Japan),Ore no Shikabane o Koete Yuke,俺の屍を越えてゆけ,UCJS 10117
Redump,Oretachi no Sabage Portable (Japan),,,ULJS 00170
Redump,Otome wa Oanesama Boku ni Koi Shiteru Portable (Japan),Otome wa Oanesama Boku ni Koi Shiteru Portable,乙女はお姉さまに恋してる　Ｐｏｒｔａｂｌｅ,ULJM 05647
Redump,Oumagatoki - Kaidan Romance (Japan),,,ULJM 06039
Redump,"OutRun 2006 - Coast 2 Coast (Europe) (En,Fr,De,Es,It)",OutRun 2006: Coast 2 Coast,,ULES-00262
Redump,OutRun 2006 - Coast 2 Coast (Korea),,,ULKS 46087
Redump,OutRun 2006 - Coast 2 Coast (USA),OutRun 2006: Coast 2 Coast,,ULUS-10064
Redump,P3P - Yeosin Jeonsaeng - Persona 3 Portable (Korea),P3P: Yeosin Jeonsaeng: Persona 3 Portable,여신전생 페르소나 3 PORTABLE,UCKS-45140
