Release Type,Name,Domestic Title,Overseas Title,Product No.,Date,Hardware Designation,Company Code,Disc Type,Version,I/O Devices,Region
Redump,3 Ninjas Kick Back (USA),3 NINJAS KICK BACK,3 NINJAS KICK BACK,T-93175,1994.DEC,SEGA GENESIS,(C)T-93,GM,0,J,U
Redump,"Adventures of Batman and Robin, The (Europe)",ADVENTURES OF BA,ADVENTURES OF BA,MK-4432,1995.OCT,SEGA MEGADRIVE,(C)SEGA,GM,50,J,E
Redump,"Adventures of Batman and Robin, The (USA)",ADVENTURES OF BA,ADVENTURES OF BA,MK-4432,1995.JUL,SEGA GENESIS,(C)SEGA,GM,0,J,U
Redump,"Adventures of Willy Beamish, The (USA)",WILLY BEAMISH,WILLY BEAMISH,T-6300,1992.DEC,SEGA GENESIS,(C)T-32,GM,1,J,U
Redump,"Adventures of Willy Beamish, The (USA) (Alt)",WILLY BEAMISH,WILLY BEAMISH,T-6300,1992.DEC,SEGA GENESIS,(C)T-32,GM,1,J,U
Redump,After Armageddon Gaiden - Majuu Toushouden Eclipse (Japan),AFTER ARMAGEDDON,,G-6026,1994.SEP,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,J
Redump,After Burner III (Europe),AFTER BURNER III BY CRI,AFTER BURNER III BY CRI,MK-4415,1993.APR,SEGA MEGA DRIVE,(C)T-68,GM,0,J6,E
Redump,After Burner III (Japan),AFTER BURNER III BY CRI,AFTER BURNER III BY CRI,T-68014,1992.NOV,SEGA MEGA DRIVE,(C)T-68,GM,0,JA,J
Redump,After Burner III (USA),AFTER BURNER III BY CRI,AFTER BURNER III BY CRI,MK-4415,1993.APR,SEGA CD,(C)T-68,GM,0,J6,U
Redump,AH3 - Thunderstrike (USA),AH3-THUNDERSTRIKE,AH3-THUNDERSTRIKE,T-60055,1993.SEP,SEGA GENESIS,(C)T-60,GM,0,J,U
Redump,Aisle Lord (Japan),アイル・ロード,AISLE･LORD,T-32044,1992.MAR,SEGA MEGA DRIVE,(C)T-32,GM,1,J,J
Redump,Alshark (Japan),ALSHARK,ALSHARK,T-92014,1993.SEP,SEGA MEGA DRIVE,(C)T-92,GM,0,J,J
Redump,"Amazing Spider-Man vs. The Kingpin, The (Europe)",SPIDERMAN VS THE KINGPIN CD,SPIDERMAN VS THE KINGPIN CD,MK-4412,1993.NOV,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,E
Redump,"Amazing Spider-Man vs. The Kingpin, The (USA)",SPIDERMAN VS THE KINGPIN CD,SPIDERMAN VS THE KINGPIN CD,MK-4412,1993.AUG,SEGA GENESIS,(C)SEGA,GM,0,J,U
Redump,"Amazing Spider-Man vs. The Kingpin, The (USA) (Rev 1)",SPIDERMAN VS THE KINGPIN CD,SPIDERMAN VS THE KINGPIN CD,MK-4412,1993.NOV,SEGA GENESIS,(C)SEGA,GM,1,J,U
Redump,Android Assault - The Revenge of Bari-Arm (USA),BARI_ARM,BARI_ARM,T-163015,1994AUG,SEGA GENESIS,(C)T-163,GM,0,J,U
Redump,Annett Futatabi (Japan),ANNET,ANNET,T-32104,1993.FEB,SEGA MEGA DRIVE,(C)T-32,GM,0,J,J
Redump,Aoki Ookami to Shiroki Mejika - Genchou Hishi (Japan),蒼き狼と白き牝鹿・元朝秘史,Ghenghis Khan 2,T-76054,1993.AUG,SEGA MEGA DRIVE,(C)T-76,GM,0,J,J
Redump,A-Rank Thunder - Tanjou-hen (Japan),Ａランクサンダー,A-Rank Thunder,T-49064,1993.nnn,SEGA MEGA DRIVE,(C)T-49,GM,0,J,J
Redump,"Arcus I, II, III (Japan)",/WOLF TEAM 1993.MAY,,T-32094,ET JAPAN,SEGA MEGA DRIVE,(C)TELEN,GM,0,J,J
Redump,Arslan Senki (Japan),THE_HEROIC_REGEND_OF_ARSLAN,,G-6028,1993.AUG,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,J
Redump,AX-101 (Japan),AX-101,AX-101,G-6031,1994.MAR,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,J
Redump,A-X-101 (USA) (RE),AX-101,A/X-101,T-86015,1994.SEP,SEGA GENESIS,(C)T-86,GM,0,J,U
Redump,Bakuden - The Unbalanced Zone (Japan),爆伝−アンバランスゾーン,,T-145014,1994.APR,SEGA MEGA DRIVE,(C)T-SR,GM,0,J,J
Redump,Bari-Arm (Japan),BARI_ARM,BARI_ARM,T-43024,1993.AUG,SEGA MEGA DRIVE,(C)T-43,GM,0,J,J
Redump,Batman Returns (Europe),BATMAN RETURNS,BATMAN RETURNS,MK-4401,1993.APR,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,E
Redump,Batman Returns (Europe) (Alt),BATMAN RETURNS,BATMAN RETURNS,MK-4401,1993.APR,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,E
Redump,Batman Returns (USA),BATMAN RETURNS,BATMAN RETURNS,MK-4401,1993.APR,SEGA GENESIS,(C)SEGA,GM,0,J,U
Redump,Batman Returns (USA) (Alt),BATMAN RETURNS,BATMAN RETURNS,MK-4401,1993.APR,SEGA GENESIS,(C)SEGA,GM,0,J,U
Redump,Battle Fantasy (Japan) (Rev A),BATTLE FANTASY,BATTLE FANTASY,T-22044,1994.JAN,SEGA MEGA DRIVE,(C)T-22,GM,0,J,J
Redump,Battle Frenzy (USA) (Unl),BATTLE FRENZY (C) 1994 DOMARK,BATTLE FRENZY (C) 1994 DOMARK,T-88035,1995.MAR,SEGA GENESIS,(C)T-88,GM,0,J6,UE
Redump,"Battlecorps (Europe) (En,Fr,De,Es)",JAGUAR XJ220,JAGUAR XJ220,MK-4602,1993.SEP,SEGA MEGA DRIVE,(C)T-60,GM,0,J6,E
Redump,Battlecorps (Japan),BATTLECORPS,BATTLECORPS,T-60194,1994.SEP,SEGA MEGA DRIVE,(C)T-60,GM,0,J6,J
Redump,Battlecorps (USA),BATTLECORPS,BATTLECORPS,T-115045,1994.SEP,SEGA GENESIS,(C)T-115,GM,,J6,U
Redump,"BC Racers (Europe) (En,Fr,De)",BCRACERS,BCRACERS,T-115075,1994.NOV,SEGA MEGA DRIVE,(C)T-115,GM,0,J6,E
Redump,BC Racers (USA),BCRACERS,BCRACERS,T-115075,1994.NOV,SEGA GENESIS,(C)T-115,GM,0,J6,U
Redump,Beast II (Europe),SHADOW OF THE BEAST TWO,SHADOW OF THE BEAST TWO,T-113045,1994.JUL,SEGA MEGA DRIVE,(C)T-113,GM,0,J,E
Redump,Bill Walsh College Football (Europe),BILL WALSH COLLEGE FOOTBALL,BILL WALSH COLLEGE FOOTBALL,T-50025,1993.OCT,SEGA MEGA DRIVE,(C)T-50,GM,0,J,E
Redump,Bill Walsh College Football (USA),BILL WALSH COLLEGE FOOTBALL,BILL WALSH COLLEGE FOOTBALL,T-50025,1993.OCT,SEGA GENESIS,(C)T-50,GM,0,J,U
Redump,Black Hole Assault (Japan),BLACKHOLE ASSAULT,BLACKHOLE ASSAULT,T-22024,1992.SEP,SEGA MEGA DRIVE,(C)T-22,GM,0,J,J
Redump,Blackhole Assault (Europe),BLACKHOLE ASSAULT,BLACKHOLE ASSAULT,T-6400,1992.OCT,SEGA MEGA DRIVE,(C)T-22,GM,,J,U
Redump,Blackhole Assault (USA),BLACKHOLE ASSAULT,BLACKHOLE ASSAULT,T-6400,1992.OCT,SEGA MEGA DRIVE,(C)T-22,GM,,J,U
Redump,Blackhole Assault (USA) (Alt),BLACKHOLE ASSAULT,BLACKHOLE ASSAULT,T-6401,1992.OCT,SEGA MEGA DRIVE,(C)T-22,GM,,J,U
Redump,"Bloodshot (Europe) (En,Fr,De,Es)",BLOODSHOT (C) 1994 DOMARK SOFT,BLOODSHOT (C) 1994 DOMARK SOFT,T-88045,1995.MAR,SEGA MEGADRIVE,(C)T-88,GM,50,J6,UE
Redump,Bouncers (USA),BOUNCERS,BOUNCERS,MK-4908,1994.OCT,SEGA GENESIS,(C)T-110,GM,0,J4,U
Redump,Bram Stoker's Dracula (USA),BRAM STOKERS DRACULA,BRAM STOKERS DRACULA,T-60064,1992.FEB,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,JUE
Redump,Bram Stoker's Dracula (USA) (Alt 1),BRAM STOKERS DRACULA,BRAM STOKERS DRACULA,T-60064,1992.FEB,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,JUE
Redump,Bram Stoker's Dracula (USA) (Alt 2),BRAM STOKERS DRACULA,BRAM STOKERS DRACULA,T-60064,1992.FEB,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,JUE
Redump,Bram Stoker's Dracula (USA) (Version 2.0),BRAM STOKERS DRACULA,BRAM STOKERS DRACULA,T-93065,.APR,SEGA GENESIS,T-931994,GM,0,J,U
Redump,"Brutal - Paws of Fury (Europe) (En,Fr,De)",BRUTAL PAWS OF FURY,BRUTAL PAWS OF FURY,T-83015,1994.OCT,SEGA MEGADRIVE,(C)T-83,GM,50,6,E
Redump,Brutal - Paws of Fury (USA),BRUTAL PAWS OF FURY,BRUTAL PAWS OF FURY,T-83015,1994.JUL,SEGA GENESIS,(C)T-83,GM,0,J,U
Redump,Bug Blasters - The Exterminators (USA) (Unl) (Rerelease),EXTERMINATORS,EXTERMINATORS,MK-4439,1994.DEC,SEGA GENESIS,(C)SEGA,GM,0,J,U
Redump,Burai - Yatsudama no Yuushi Densetsu (Japan),BURAI MEGA-CD  BY SEGA,BURAI MEGA-CD  BY SEGA,G-6004-0,1992.JUL,SEGA MEGA DRIVE,(C)SEGA,GM,,J,J
Redump,Burning Fists - Force Striker (USA) (Unl),BURNING  FISTS,Burning  Fists,T-60064,1993.OCT,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,J
Redump,"Cadillacs and Dinosaurs - The Second Cataclysm (USA, Brazil) (RE)",CADILLACS & DINOSAURS - THE SE,CADILLACS & DINOSAURS - THE SE,T-153035,94.NOV,SEGA GENESIS,(C)T-153,GM,0,J,U
Redump,Captain Tsubasa (Japan),SEGA MEGA CD    キャプテン翼,CAPTAIN TSUBASA,T-36014,1994.SEP,SEGA MEGA DRIVE,(C)T-36,GM,0,J,J
Redump,"Championship Soccer '94 (USA) (En,Fr,De,It)",CHAMPIONSHIP SOCCER 94,SENSIBLE SOCCER INTERNATIONAL,T-93185,1994.JUL,SEGA GENESIS,(C)T-93,GM,0,J,U
Redump,Chuck Rock (Europe),CHUCK ROCK,CHUCK ROCK,T-93045,1993.APR,SEGA MEGA DRIVE,(C)T-98,GM,0,J,E
Redump,Chuck Rock (USA),CHUCK ROCK,CHUCK ROCK,T-06204,1992.DEC,SEGA GENESIS,(C)T-98,GM,56,J,U
Redump,Chuck Rock II - Son of Chuck (Europe),CHUCKROCK2,CHUCKROCK2,T-115025,1993.SEP,SEGA MEGA DRIVE,(C)T-60,GM,0,J,E
Redump,Chuck Rock II - Son of Chuck (USA),CHUCK_ROCK_2,CHUCK_ROCK_2,T-70045,1993.JAN,SEGA GENESIS,(C)T-07,GM,0,J,U
Redump,Cliffhanger (USA),CLIFFHANGER,CLIFFHANGER,T-93075,1993.NOV,SEGA GENESIS,(C)T-93,GM,1,J,U
Redump,Cobra Command (Europe),THUNDER STORM,COBRA COMMAND,MK-4402,1992.OCT,SEGA MEGA DRIVE,(C)T-32,GM,0,J,E
Redump,Cobra Command (USA),THUNDER STORM,COBRA COMMAND,MK-4402,1992.OCT,SEGA MEGA DRIVE,(C)T-32,GM,,J,U
Redump,"Colors of Modern Rock, The (USA)",VIRTUAL VCR -- THE COLORS OF M,VIRTUAL VCR -- THE COLORS OF M,WCM-9302,1993.MAR,SEGA GENESIS,(C)SEGA,GM,0,J,U
Redump,Compton's Interactive Encyclopedia (USA) (Version 2.00S),SEGA CD SAMPLE APP. WRITTEN BY,SEGA CD SAMPLE APP. WRITTEN BY,MK-xxxx,1993.MAY,SEGA GENESIS,(C)SEGA,GM,0,J,U
Redump,Compton's Interactive Encyclopedia (USA) (Version 2.01R),COMPTONS INTERACTIVE ENCYCLOPE,COMPTONS INTERACTIVE ENCYCLOPE,T-118025,1994.OCT,SEGA GENESIS,(C)T-118,GM,0,J,U
Redump,Compton's Interactive Encyclopedia (USA) (Version 2.01S),COMPTONS INTERACTIVE ENCYCLOPE,COMPTONS INTERACTIVE ENCYCLOPE,T-118015,1994.MAY,SEGA GENESIS,(C)T-188,GM,-,J,U
Redump,Compton's Interactive Encyclopedia (USA) (Version 2.10) (RE2),COMPTONS INTERACTIVE ENCYCLOPE,COMPTONS INTERACTIVE ENCYCLOPE,T-118015,1994.SEP,SEGA GENESIS,(C)T-188,GM,1,J,U
Redump,Corpse Killer (Europe),CORPSE KILLER,CORPSE KILLER,T-162055,1995.FEB,SEGA MEGA DRIVE,(C)T-162,GM,50,JG,8
Redump,Corpse Killer (Europe) (Mega-CD 32X),CORPSE KILLER 32X,CORPSE KILLER 32X,T-16201F,1995.FEB,SEGA 32X,(C)SEGA,GM,50,JG,8
Redump,Corpse Killer (USA),CORPSE KILLER,CORPSE KILLER,T-162055,1994.NOV,SEGA GENESIS,(C)T-162,GM,0,JG,U
Redump,Corpse Killer (USA) (Sega CD 32X),CORPSE KILLER 32X,CORPSE KILLER 32X,T-16201F,1994.DEC,SEGA 32X,(C)T-162,GM,0,JG,U
Redump,Cosmic Fantasy Stories (Japan),COSMIC FANTASY  STORIES,Cosmic Fantasy Stories,T-49014,1992.FEB,SEGA MEGA DRIVE,(C)T-49,GM,0,J,J
Redump,Crime Patrol (USA),CRIME PATROL,CRIME PATROL,T-111055,1994.DEC,SEGA GENESIS,(C)T-111,GM,0,JMG,U
Redump,Cyborg 009 (Japan),CYBORG 009,CYBORG 009,T-49054,1992.MAR,SEGA MEGA DRIVE,(C)T-49,GM,0,J,J
Redump,Daihoushinden (Japan),DAIHOSINDEN,DAIHOSINDEN,T-60024,1994.DEC,SEGA MEGA DRIVE,(C)T-60,GM,0,J,J
Redump,Dark Wizard - Yomigaerishi Yami no Madoushi (Japan),DARK WIZARD,DARK WIZARD,G-6005,1993.SEP,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,J
Redump,Dark Wizard (USA),DARK WIZARD        9/3-1994,DARK WIZARD,MK-4651,1994.MAR,SEGA GENESIS,(C)SEGA,GM,0,J,U
Redump,Death Bringer (Japan),DEATH BRINGER,DEATH BRINGER,T-49034,1992.MAR,SEGA MEGA DRIVE,(C)T-49,GM,0,J,J
Redump,Demolition Man (USA),DEMOLITION MAN,DEMOLITION MAN,T-81045,1995.JUL,SEGA GENESIS,(C)T-81,GM,0,J,U
Redump,Dennin Aleste - Nobunaga and His Ninja Force (Japan),電忍アレスタ,,T-66014,1992.NOV,SEGA MEGA DRIVE,(C)T-66,GM,0,J,J
Redump,Detonator Orgun (Japan),デトネイタ・オーガン,DETONATOR ORGUN,T-28014,1992.JUN,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,J
Redump,Devastator (Japan),DEVASTATOR,DEVASTATOR,T-32074,1993.APR,SEGA MEGA DRIVE,(C)T-32,GM,0,J,J
Redump,Double Switch (Europe),DOUBLE SWITCH,DOUBLE SWITCH,MK-4419,1993.DEC,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,E
Redump,Double Switch (Japan),DOUBLE SWITCH,DOUBLE SWITCH,G-6040-,1994.DEC,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,J
Redump,Double Switch (USA),DOUBLE SWITCH,DOUBLE SWITCH,MK-4419,1993.NOV,SEGA GENESIS,(C)SEGA,GM,0,J,U
Redump,Dracula Unleashed (Europe) (Disc 1) (Made in E.U.),DRACULA UNLEASHED,DRACULA UNLEASHED,MK-4420,1994.APR,SEGA GENESIS,(C)SEGA,GM,0,J,E
Redump,Dracula Unleashed (Europe) (Disc 1) (Made in Japan),DRACULA UNLEASHED,DRACULA UNLEASHED,MK-4420,1994.APR,SEGA GENESIS,(C)SEGA,GM,0,J,E
Redump,Dracula Unleashed (Europe) (Disc 2) (Made in E.U.),DRACULA UNLEASHED,DRACULA UNLEASHED,MK-4420,1994.APR,SEGA GENESIS,(C)SEGA,GM,0,J,E
Redump,Dracula Unleashed (Europe) (Disc 2) (Made in Japan),DRACULA UNLEASHED,DRACULA UNLEASHED,MK-4420,1994.APR,SEGA GENESIS,(C)SEGA,GM,0,J,E
Redump,Dracula Unleashed (USA) (Disc 1),DRACULA UNLEASHED,DRACULA UNLEASHED,MK-4420,1993 NOV,SEGA GENESIS,(C)SEGA,GM,0,J,U
Redump,Dracula Unleashed (USA) (Disc 2),DRACULA UNLEASHED,DRACULA UNLEASHED,MK-4420,1993 NOV,SEGA GENESIS,(C)SEGA,GM,0,J,U
Redump,"Dragon's Lair (Europe) (En,Fr,De,It)",DRAGONS LAIR,DRAGONS LAIR,MK- 4436,,SEGA MEGADRIVE,(C)T-121,GM,0,J,E
Redump,"Dragon's Lair (Japan) (En,Ja,Fr,De,It)",DRAGONS LAIR,DRAGONS LAIR,G-  6035,,SEGA MEGADRIVE,(C)T-121,GM,0,J,J
Redump,Dragon's Lair (USA),DRAGONS LAIR,DRAGONS LAIR,T-121015,,SEGA GENESIS,(C)T-121,GM,0,J,U
Redump,"Dune (Europe) (En,Fr,De,Es,It)",DUNE,DUNE,T-70065,1994.APR,SEGA MEGA DRIVE,(C)VRGN,GM,0,J,E
Redump,"Dune (USA) (En,Fr,De,Es,It)",DUNE THE GAME,DUNE THE GAME,T-70065,1994.SEP,SEGA GENESIS,(C)T-70,GM,0,J,U
Redump,Dungeon Explorer (Europe),Dungeon Explorer,Dungeon Explorer for Europe,T-14302,1995.MAR,SEGA MEGA DRIVE,(C)T-14,GM,-5,J4,E
Redump,Dungeon Explorer (USA),Dungeon Explorer,Dungeon Explorer for USA,MK-4657,1995.MAR,SEGA GENESIS,(C)SEGA,GM,,J4,U
Redump,Dungeon Master II - Skullkeep (Europe),DUNGEON MASTER II:SKULLKEEP,DUNGEON MASTER II:SKULLKEEP,T-60095,1994 DEC,SEGA GENESIS,(C)T-60,GM,0,J6M,E
Redump,Dungeon Master II - Skullkeep (Japan),SKULLKEEP,SKULLKEEP,T-60144,1994.MAR,SEGA MEGA DRIVE,(C)T-60,GM,0,JM,J
Redump,Dungeon Master II - Skullkeep (USA) (RE3),DUNGEON MASTER II:SKULLKEEP,DUNGEON MASTER II:SKULLKEEP,T-60085,1994 SEP,SEGA GENESIS,(C)T-60,GM,0,J6M,U
Redump,Dynamic Country Club (Japan),DYNAMIC COUNTRY CLUB,,G-6017-0,1993.JUL,SEGA MEGA DRIVE,(C)SEGA,GM,,J4,J
Redump,Earnest Evans (Japan),アーネスト・エバンス,EARNEST EVANS,T-32014,1991.DEC,SEGA MEGA DRIVE,(C)T-32,GM,1,J,J
Redump,Earthworm Jim - Special Edition (Europe),"EARTHWORM JIM, SHINY ENTERTAIN","EARTHWORM JIM, SHINY ENTERTAIN",T-125045,1995.APR,SEGA GENESIS,(C)T-125,GM,50,J,E
Redump,Earthworm Jim - Special Edition (USA) (RE),"EARTHWORM JIM, SHINY ENTERTAIN","EARTHWORM JIM, SHINY ENTERTAIN",T-125045,1995.JAN,SEGA GENESIS,(C)T-125,GM,0,J,U
Redump,"Ecco - The Tides of Time (Europe) (En,Fr,De,Es)",ECCO THE TIDES OF TIME,ECCO THE TIDES OF TIME,MK-4441,1995.JAN,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,E
Redump,Ecco - The Tides of Time (USA),ECCO THE TIDES OF TIME,ECCO THE TIDES OF TIME,MK-4441,1994.OCT,SEGA GENESIS,(C)SEGA,GM,0,J,U
Redump,Ecco - The Tides of Time (USA) (Alt),ECCO THE TIDES OF TIME,ECCO THE TIDES OF TIME,MK-4441,1994.OCT,SEGA GENESIS,(C)SEGA,GM,0,J,U
Redump,Ecco the Dolphin (Australia),ECCO THE DOLPHIN,ECCO THE DOLPHIN,MK-4408,1993.SEP,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,E
Redump,Ecco the Dolphin (Europe),ECCO THE DOLPHIN,ECCO THE DOLPHIN,MK-4408,1993.SEP,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,E
Redump,Ecco the Dolphin (Europe) (Rerelease),ECCO THE DOLPHIN,ECCO THE DOLPHIN,MK-4408,1993.SEP,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,E
Redump,Ecco the Dolphin (USA),ECCO THE DOLPHIN,ECCO THE DOLPHIN,MK-4408,1993.JUN,SEGA GENESIS,(C)SEGA,GM,0,J,U
Redump,Ecco the Dolphin CD (Japan) (Disc 1) (Ecco the Dolphin),ECCO THE DOLPHIN,ECCO THE DOLPHIN,G-6041,1994.DEC,SEGA MEGA DRIVE,(C)SEGA,GM,,J,J
Redump,Ecco the Dolphin CD (Japan) (Disc 2) (Ecco the Dolphin II),ECCO THE TIDES OF TIME,ECCO THE TIDES OF TIME,G-6041,1994.DEC,SEGA MEGA DRIVE,(C)SEGA,GM,,J,J
Redump,Egawa Suguru no Super League CD (Japan),江川卓の        Super League C,,G-6019,1993.JUL,SEGA MEGA DRIVE,(C)SEGA,GM,0,JC4,J
Redump,ESPN Baseball Tonight (Europe),ESPN BASEBALL TONIGHT,ESPN BASEBALL TONIGHT,T-93115,1994.AUG,SEGA MEGA DRIVE,(C)T-93,GM,0,J,E
Redump,ESPN Baseball Tonight (USA),ESPN BASEBALL TONIGHT,ESPN BASEBALL TONIGHT,T-93115,1994.AUG,SEGA GENESIS,(C)T-93,GM,0,J,U
Redump,ESPN National Hockey Night (USA),ESPN NATIONAL HOCKEY NIGHT,ESPN NATIONAL HOCKEY NIGHT,T-93215,1994.OCT,SEGA GENESIS,(C)T-93,GM,0,J4,U
Redump,ESPN NBA Hangtime '95 (USA),ESPN NBA HANGTIME 95,ESPN NBA HANGTIME 95,T-93245,1995.JAN,SEGA GENESIS,(C)T-93,GM,0,J4,U
Redump,ESPN Sunday Night NFL (USA),ESPN SUNDAY NIGHT FOOTBALL,ESPN SUNDAY NIGHT FOOTBALL,T-093105,1994.NOV,SEGA GENESIS,(C)T-93,GM,0,J,U
Redump,Eternal Champions - Challenge from the Dark Side (Europe),ETERNAL CHAMPIONS CD,ETERNAL CHAMPIONS CD,MK-4427,1995.JUN,SEGA MEGA DRIVE,(C)SEGA,GM,0,J6,E
Redump,Eternal Champions - Challenge from the Dark Side (USA),ETERNAL CHAMPIONS CD,ETERNAL CHAMPIONS CD,MK-4427,1995.MAY,SEGA GENESIS,(C)SEGA,GM,0,J6,U
Redump,Eternal Champions - Challenge from the Dark Side (USA) (RE),ETERNAL CHAMPIONS CD,ETERNAL CHAMPIONS CD,MK-4427,1995.MAY,SEGA GENESIS,(C)SEGA,GM,1,J6,U
Redump,Eye of the Beholder (Europe),Eye of the Beholder,Eye of the Beholder,MK-4656,1994.SEP,SEGA MEGA DRIVE,(C)SEGA,GM,0,JM,E
Redump,Eye of the Beholder (Japan),Eye of the Beholder,Eye of the Beholder,T-75014,1993.NOV,SEGA MEGA DRIVE,(C)T-75,GM,0,JM,J
Redump,Eye of the Beholder (USA),Eye of the Beholder,Eye of the Beholder,T-75014,1994.JUN,SEGA GENESIS,(C)T-75,GM,0,JM,U
Redump,F1 Circus CD (Japan),F1-CIRCUS CD,F1-CIRCUS CD,T-71014,1993.DEC,SEGA MEGA DRIVE,(C)T-71,GM,0,J,J
Redump,Fahrenheit (Europe),FAHRENHEIT,FAHRENHEIT,MK-4438,1995.MAR,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,E
Redump,Fahrenheit (France),FAHRENHEIT,FAHRENHEIT,MK-4438,1995.MAR,SEGA MEGA DRIVE,(C)SEGA,GM,9,J,E
Redump,Fahrenheit (Japan),FAHRENHEIT,FAHRENHEIT,43,1995.MAR,SEGA MEGA DRIVE,(C)SEGA,G-6,,J,J
Redump,Fahrenheit (USA) (Disc 1) (Key Disc) (Sega CD),FAHRENHEIT,FAHRENHEIT,MK-4438,1995.FEB,SEGA GENESIS,(C)SEGA,GM,0,J,U
Redump,Fahrenheit (USA) (Disc 2) (32X CD),FAHRENHEIT,FAHRENHEIT,MK-4438,1995.MAR,SEGA GENESIS,(C)SEGA,GM,0,J,U
Redump,Fatal Fury Special (Europe),Fatal Fury Special,Fatal Fury Special,T-60165,1995.MAR,SEGA MEGA DRIVE,(C)T-60,GM,50,J6,E
Redump,Fatal Fury Special (USA),Fatal Fury Special,Fatal Fury Special,T-60165,1995.MAR,SEGA GENESIS,(C)T-60,GM,0,J6,U
Redump,"FIFA International Soccer - Championship Edition (Europe) (En,Fr,De,Es)",FIFA INTERNATIONAL SOCCER,FIFA INTERNATIONAL SOCCER,T-50055,1994 FEB,SEGA GENESIS,(C)T-50,GM,0,J,E
Redump,"FIFA International Soccer (USA) (En,Fr,De,Es)",FIFA INTERNATIONAL SOCCER,FIFA INTERNATIONAL SOCCER,T-50055,1994 FEB,SEGA GENESIS,(C)T-50,GM,0,J,U
Redump,Final Fight CD (Europe),FINAL FIGHT CD,FINAL FIGHT CD,MK-4410,1993.JUN,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,E
Redump,Final Fight CD (Japan),FINAL FIGHT CD,FINAL FIGHT CD,G-6013,1993.MAR,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,J
Redump,Final Fight CD (Japan) (Rev A),FINAL FIGHT CD,FINAL FIGHT CD,G-6013,1993.MAR,SEGA MEGA DRIVE,(C)SEGA,GM,1,J,J
Redump,Final Fight CD (USA),FINAL FIGHT CD,FINAL FIGHT CD,MK-4410,1993.MAY,SEGA GENESIS,(C)SEGA,GM,0,J,U
Redump,Final Fight CD (USA) (Alt 1),FINAL FIGHT CD,FINAL FIGHT CD,MK-4410,1993.MAY,SEGA GENESIS,(C)SEGA,GM,0,J,U
Redump,Final Fight CD (USA) (Alt 2),FINAL FIGHT CD,FINAL FIGHT CD,MK-4410,1993.MAY,SEGA GENESIS,(C)SEGA,GM,0,J,U
Redump,Flashback - The Quest for Identity (USA),FLASHBACK,FLASHBACK,T-79035,1994.JUL,SEGA GENESIS,(C)T-79,GM,0,J,U
Redump,"Flink (Europe) (En,Fr,De,Es,Nl)",THE (MIS)ADVENTURES OF FLINK,THE (MIS)ADVENTURES OF FLINK,T-113055,1994.AUG,SEGA MEGA DRIVE,(C)T-113,GM,50,J,E
Redump,"Flink (USA) (En,Fr,De,Es,Nl)",THE (MIS)ADVENTURES OF FLINK,THE (MIS)ADVENTURES OF FLINK,T-23055,1994.DEC,SEGA GENESIS,(C)T-23,GM,0,J,U
Redump,Formula One World Championship - Beyond the Limit (Europe),FORMULA ONE WORLD CHAMPIONSHIP,FORMULA ONE WORLD CHAMPIONSHIP,MK-4608,1994.JUL,SEGA MEGA DRIVE,(C)SEGA,GM,0,J6,E
Redump,Formula One World Championship - Beyond the Limit (USA),FORMULA ONE WORLD CHAMPIONSHIP,FORMULA ONE WORLD CHAMPIONSHIP,MK-4608,1994.JUN,SEGA GENESIS,(C)SEGA,GM,0,J6,U
Redump,Fresh Cleaner (Japan),,,,,SEGA MEGA DRIVE,,,,J,
Redump,Game no Kandume Vol. 1 (Japan),ゲームのかんづめ Vol.1,GAME CAN Vol.1,G-6032,1994.FEB,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,J
Redump,Game no Kandume Vol. 2 (Japan),ゲームのかんづめ Vol.2,GAME CAN Vol.2,G-6033,1994.FEB,SEGA MEGA DRIVE,(C)SEGA,GM,0,J,J
Redump,Garou Densetsu Special (Japan),Garoudensetsu Special,Garoudensetsu Special,T-60214,1995.MAR,SEGA MEGA DRIVE,(C)T-60,GM,0,J6,U
Redump,Gen'ei Toshi - Illusion City (Japan),ILLUSION CITY,,T-51014,1993.MAY,SEGA MEGA DRIVE,(C)T-51,GM,1,JC,J
